Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
Home,340,3254,2913,472,851,148,25,111,71,22,277,562,2.03,0.292,0.357,0.474,0.831,1382,81,30,7,27,3,17,0.326,102,136
Away,317,3068,2710,457,753,142,13,110,70,18,286,556,1.94,0.278,0.352,0.462,0.814,1251,64,36,11,23,9,8,0.311,98,126
