Split,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,SO9,SO_W
Ages 25-,12,12,0.5,4.72,185,7,59,0,0,12,250.0,253,139,131,31,109,2,215,11,1,12,1089,1.448,7.7,1.97
Ages 26-30,35,71,0.33,5.46,351,122,70,0,0,12,915.2,1027,600,556,135,373,8,702,45,3,39,4064,1.529,6.9,1.88
Ages 31-35,14,18,0.438,6.28,121,33,33,0,0,13,261.0,324,190,182,55,81,2,201,10,0,8,1169,1.552,6.9,2.48
