Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
First Batter,162,657,568,78,162,31,2,25,0,0,70,128,1.83,0.285,0.372,0.479,0.851,272,6,11,4,4,0,1,0.327,107,146
Leadoff Inn.,162,1430,1279,64,359,67,5,61,0,0,129,257,1.99,0.281,0.356,0.484,0.84,619,0,21,1,0,0,4,0.31,104,138
