Split,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,SO9,SO_W
0-2 Runs Scored,1,43,0.023,5.66,52,52,0,0,0,0,262.1,303,180,165,43,97,0,163,12,1,7,1158,1.525,5.6,1.68
3-5 Runs Scored,14,24,0.368,5.02,60,60,0,0,0,0,313.2,338,182,175,52,93,0,216,10,0,7,1351,1.374,6.2,2.32
6+ Runs Scored,12,6,0.667,6.06,50,50,0,0,0,0,249.2,304,178,168,46,100,0,212,14,1,6,1130,1.618,7.6,2.12
