Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
0 outs,162,2215,1971,225,574,105,9,84,32,7,185,390,2.11,0.291,0.359,0.482,0.84,949,64,31,13,14,0,5,0.324,104,132
1 out,162,2076,1851,366,537,100,19,78,57,14,165,369,2.24,0.29,0.348,0.491,0.839,909,81,19,5,36,2,9,0.319,103,133
2 outs,162,2031,1801,338,493,85,10,59,52,19,213,359,1.69,0.274,0.356,0.43,0.786,775,0,16,0,0,10,11,0.314,92,126
