Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
0-2 Runs Scored,52,1158,1037,180,303,53,7,43,28,13,97,163,1.68,0.292,0.357,0.481,0.838,499,28,12,4,8,0,4,0.31,104,126
3-5 Runs Scored,60,1351,1241,182,338,63,10,52,27,7,93,216,2.32,0.272,0.327,0.465,0.792,577,24,10,1,5,0,6,0.292,92,122
6+ Runs Scored,50,1130,1004,178,304,59,8,46,25,9,100,212,2.12,0.303,0.371,0.515,0.886,517,27,14,4,8,0,6,0.342,115,146
