Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
Ages 25-,185,1089,958,139,253,39,8,31,28,4,109,215,1.97,0.264,0.343,0.419,0.762,401,28,11,2,9,2,4,0.308,86,113
Ages 26-30,351,4064,3599,600,1027,188,22,135,92,31,373,702,1.88,0.285,0.357,0.462,0.819,1664,95,45,12,33,8,16,0.319,100,132
Ages 31-35,121,1169,1066,190,324,63,8,55,21,5,81,201,2.48,0.304,0.356,0.533,0.889,568,22,10,4,8,2,5,0.329,115,147
