Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
as Starter,162,3639,3282,540,945,175,25,141,80,29,290,591,2.04,0.288,0.35,0.485,0.836,1593,79,36,9,21,0,16,0.313,103,131
as Reliever,495,2683,2341,389,659,115,13,80,61,11,273,527,1.93,0.282,0.36,0.444,0.804,1040,66,30,9,29,12,9,0.328,97,131
