Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO_W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
Swung at 1st Pitch,162,2064,1943,376,573,114,12,84,2,5,72,316,4.39,0.295,0.319,0.496,0.815,963,55,9,15,24,1,6,0.312,96,130
Took 1st Pitch,162,4258,3680,539,1031,176,26,137,11,15,491,802,1.63,0.28,0.371,0.454,0.825,1670,90,57,3,26,11,19,0.323,102,131
